2.454878e+01 1 
1.822534e+01 2 
1.341760e+01 3 
1.064079e+01 4 
8.771820e+00 5 
7.429594e+00 6 
6.457854e+00 7 
5.690569e+00 8 
5.104808e+00 9 
4.623816e+00 10 
4.229566e+00 11 
3.900071e+00 12 
3.590024e+00 13 
3.349448e+00 14 
3.143427e+00 15 
2.968815e+00 16 
2.804896e+00 17 
2.654719e+00 18 
2.542709e+00 19 
2.381227e+00 20 
2.272788e+00 21 
2.177343e+00 22 
2.063337e+00 23 
2.013367e+00 24 
1.922437e+00 25 
1.869981e+00 26 
1.820182e+00 27 
1.719415e+00 28 
1.688587e+00 29 
1.609002e+00 30 
1.562493e+00 31 
1.508818e+00 32 
1.493251e+00 33 
1.459680e+00 34 
1.391707e+00 35 
1.360400e+00 36 
1.329391e+00 37 
1.439909e+00 38 
1.296305e+00 39 
1.321893e+00 40 
1.220587e+00 41 
1.216505e+00 42 
1.320058e+00 43 
1.244350e+00 44 
1.160685e+00 45 
1.211301e+00 46 
1.242197e+00 47 
1.358953e+00 48 
1.380605e+00 49 
1.666737e+00 50 
1.569203e+00 51 
2.058116e+00 52 
1.918683e+00 53 
1.841689e+00 54 
2.339586e+00 55 
2.183839e+00 56 
2.099385e+00 57 
2.015848e+00 58 
1.755019e+00 59 
1.562202e+00 60 
1.497266e+00 61 
1.435124e+00 62 
1.315429e+00 63 
1.220107e+00 64 
