2.422681e+01 1 
1.209862e+01 2 
8.069908e+00 3 
6.090928e+00 4 
4.856377e+00 5 
4.044020e+00 6 
3.464019e+00 7 
3.059793e+00 8 
2.704230e+00 9 
2.448941e+00 10 
2.221349e+00 11 
2.041735e+00 12 
1.868430e+00 13 
1.743373e+00 14 
1.649814e+00 15 
1.557314e+00 16 
1.447818e+00 17 
1.383242e+00 18 
1.357592e+00 19 
1.253987e+00 20 
1.187044e+00 21 
1.233433e+00 22 
1.207978e+00 23 
1.104644e+00 24 
1.099760e+00 25 
1.074698e+00 26 
1.052158e+00 27 
9.936199e-01 28 
8.929791e-01 29 
9.342226e-01 30 
9.298223e-01 31 
8.655693e-01 32 
9.207088e-01 33 
8.722937e-01 34 
8.577370e-01 35 
8.460702e-01 36 
8.167567e-01 37 
8.893600e-01 38 
8.412271e-01 39 
7.816517e-01 40 
8.503672e-01 41 
8.889822e-01 42 
8.678725e-01 43 
1.137814e+00 44 
9.556545e-01 45 
9.073913e-01 46 
9.225420e-01 47 
1.197126e+00 48 
1.092948e+00 49 
1.110270e+00 50 
9.932514e-01 51 
1.189420e+00 52 
1.174048e+00 53 
1.015194e+00 54 
1.077806e+00 55 
1.063453e+00 56 
1.097801e+00 57 
1.272943e+00 58 
1.054942e+00 59 
1.219353e+00 60 
1.299391e+00 61 
1.379353e+00 62 
1.333772e+00 63 
1.225822e+00 64 
