2.418943e+01 1 
1.790472e+01 2 
1.331512e+01 3 
1.046632e+01 4 
8.622457e+00 5 
7.289629e+00 6 
6.336072e+00 7 
5.587620e+00 8 
5.028292e+00 9 
4.560728e+00 10 
4.144185e+00 11 
3.841127e+00 12 
3.532597e+00 13 
3.301041e+00 14 
3.086105e+00 15 
2.900240e+00 16 
2.725746e+00 17 
2.644780e+00 18 
2.448663e+00 19 
2.333568e+00 20 
2.217028e+00 21 
2.136685e+00 22 
2.050290e+00 23 
1.969833e+00 24 
1.988334e+00 25 
1.830718e+00 26 
1.765640e+00 27 
1.712501e+00 28 
1.637723e+00 29 
1.578559e+00 30 
1.547191e+00 31 
1.492486e+00 32 
1.435799e+00 33 
1.403934e+00 34 
1.351265e+00 35 
1.365775e+00 36 
1.341166e+00 37 
1.271951e+00 38 
1.397671e+00 39 
1.271950e+00 40 
1.306358e+00 41 
1.273562e+00 42 
1.255746e+00 43 
1.167593e+00 44 
1.198303e+00 45 
1.148533e+00 46 
1.091542e+00 47 
1.052662e+00 48 
1.216001e+00 49 
1.260596e+00 50 
1.155233e+00 51 
1.359821e+00 52 
1.092737e+00 53 
1.154680e+00 54 
1.013885e+00 55 
1.141443e+00 56 
1.042929e+00 57 
9.637458e-01 58 
1.050150e+00 59 
1.091089e+00 60 
1.038151e+00 61 
1.066650e+00 62 
1.286044e+00 63 
9.677826e-01 64 
